Brand,Model,Processor,RAM,Storage,GraphicsCard,ScreenSize,Price
"Acer,Nitro 5 V34.7,Intel Core i5-11400H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",862.09"
"ASUS,ROG Strix G15 V39.3,AMD Ryzen 7 6800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",877.0"
"ASUS,ROG Strix G15 V40.6,AMD Ryzen 7 6800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",861.16"
"HP,Victus 15 V19.2,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1113.31"
"Lenovo,Legion 5 V44.2,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1089.88"
"Acer,Nitro 5 V48.4,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1044.34"
"Lenovo,Legion 5 V35.6,AMD Ryzen 7 5800H,8 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",999.97"
"Lenovo,Legion 5 V22.5,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1200.53"
"MSI,Katana GF66 V11.4,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",817.84"
"ASUS,ROG Strix G15 V21.2,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",749.0"
"HP,Victus 15 V12.3,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1286.44"
"Acer,Nitro 5 V8.0,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",658.16"
"Lenovo,Legion 5 V21.7,AMD Ryzen 7 5800H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1078.81"
"ASUS,ROG Strix G15 V50.5,AMD Ryzen 7 6800H,64 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",899.59"
"MSI,Katana GF66 V11.5,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",706.84"
"HP,Victus 15 V6.7,AMD Ryzen 5 5600H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1134.31"
"Acer,Nitro 5 V44.8,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",784.25"
"Lenovo,Legion 5 V42.0,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1402.16"
"MSI,Katana GF66 V6.8,Intel Core i7-11800H,64 GB,512 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1367.62"
"ASUS,ROG Strix G15 V23.7,AMD Ryzen 7 6800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1379.59"
"ASUS,ROG Strix G15 V22.7,AMD Ryzen 7 6800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1091.72"
"MSI,Katana GF66 V34.8,Intel Core i7-11800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",785.97"
"ASUS,ROG Strix G15 V34.2,AMD Ryzen 7 6800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1007.12"
"HP,Victus 15 V15.2,AMD Ryzen 5 5600H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",703.97"
"ASUS,ROG Strix G15 V19.7,AMD Ryzen 7 6800H,8 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1193.38"
"ASUS,ROG Strix G15 V34.2,AMD Ryzen 7 6800H,64 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1399.25"
"Lenovo,Legion 5 V47.4,AMD Ryzen 7 5800H,16 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",860.41"
"MSI,Katana GF66 V6.8,Intel Core i7-11800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",918.97"
"HP,Victus 15 V32.6,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",796.78"
"ASUS,ROG Strix G15 V10.4,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1188.94"
"ASUS,ROG Strix G15 V32.3,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",696.56"
"Lenovo,Legion 5 V24.8,AMD Ryzen 7 5800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",976.84"
"Lenovo,Legion 5 V22.9,AMD Ryzen 7 5800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1222.75"
"HP,Victus 15 V35.7,AMD Ryzen 5 5600H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",868.66"
"HP,Victus 15 V9.0,AMD Ryzen 5 5600H,8 GB,512 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1273.34"
"MSI,Katana GF66 V20.2,Intel Core i7-11800H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1095.94"
"Lenovo,Legion 5 V37.2,AMD Ryzen 7 5800H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",943.97"
"Lenovo,Legion 5 V13.7,AMD Ryzen 7 5800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1084.41"
"Acer,Nitro 5 V32.9,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",685.09"
"Lenovo,Legion 5 V15.5,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1272.0"
"HP,Victus 15 V13.6,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",734.16"
"HP,Victus 15 V37.6,AMD Ryzen 5 5600H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1089.72"
"MSI,Katana GF66 V28.9,Intel Core i7-11800H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1174.31"
"ASUS,ROG Strix G15 V21.9,AMD Ryzen 7 6800H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",633.22"
"Acer,Nitro 5 V13.1,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1391.56"
"HP,Victus 15 V41.9,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1256.41"
"Acer,Nitro 5 V22.0,Intel Core i5-11400H,64 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1309.97"
"Lenovo,Legion 5 V2.7,AMD Ryzen 7 5800H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1311.0"
"HP,Victus 15 V39.8,AMD Ryzen 5 5600H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1177.22"
"ASUS,ROG Strix G15 V1.1,AMD Ryzen 7 6800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",624.53"
"ASUS,ROG Strix G15 V46.4,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1015.56"
"MSI,Katana GF66 V49.3,Intel Core i7-11800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",578.5"
"HP,Victus 15 V40.9,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1142.72"
"ASUS,ROG Strix G15 V20.6,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1275.28"
"Acer,Nitro 5 V47.0,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1188.22"
"Acer,Nitro 5 V50.6,Intel Core i5-11400H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1094.19"
"MSI,Katana GF66 V31.8,Intel Core i7-11800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",812.28"
"HP,Victus 15 V45.3,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1343.03"
"Acer,Nitro 5 V41.8,Intel Core i5-11400H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1397.5"
"Acer,Nitro 5 V24.6,Intel Core i5-11400H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1040.19"
"Acer,Nitro 5 V7.9,Intel Core i5-11400H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1219.22"
"MSI,Katana GF66 V23.5,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1391.47"
"Lenovo,Legion 5 V32.1,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1209.19"
"Lenovo,Legion 5 V6.9,AMD Ryzen 7 5800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",651.38"
"HP,Victus 15 V12.0,AMD Ryzen 5 5600H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",945.38"
"MSI,Katana GF66 V16.9,Intel Core i7-11800H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",673.88"
"Acer,Nitro 5 V48.8,Intel Core i5-11400H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",670.94"
"Lenovo,Legion 5 V5.8,AMD Ryzen 7 5800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1240.28"
"ASUS,ROG Strix G15 V12.2,AMD Ryzen 7 6800H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",844.53"
"MSI,Katana GF66 V27.3,Intel Core i7-11800H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1037.25"
"MSI,Katana GF66 V19.9,Intel Core i7-11800H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",925.72"
"Lenovo,Legion 5 V4.9,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",649.34"
"Acer,Nitro 5 V39.0,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",885.88"
"Lenovo,Legion 5 V46.5,AMD Ryzen 7 5800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1401.84"
"ASUS,ROG Strix G15 V36.8,AMD Ryzen 7 6800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",844.09"
"HP,Victus 15 V1.1,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",802.56"
"MSI,Katana GF66 V20.5,Intel Core i7-11800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1256.84"
"ASUS,ROG Strix G15 V27.9,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1349.59"
"MSI,Katana GF66 V18.4,Intel Core i7-11800H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1307.28"
"Acer,Nitro 5 V14.4,Intel Core i5-11400H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",733.66"
"ASUS,ROG Strix G15 V9.7,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",672.81"
"Acer,Nitro 5 V32.6,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",625.66"
"Lenovo,Legion 5 V41.3,AMD Ryzen 7 5800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1004.72"
"ASUS,ROG Strix G15 V35.3,AMD Ryzen 7 6800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1080.72"
"ASUS,ROG Strix G15 V33.7,AMD Ryzen 7 6800H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",954.78"
"Lenovo,Legion 5 V49.6,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1291.88"
"Acer,Nitro 5 V6.7,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",999.97"
"HP,Victus 15 V23.7,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",800.44"
"Acer,Nitro 5 V37.2,Intel Core i5-11400H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",716.06"
"HP,Victus 15 V16.8,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1354.41"
"Lenovo,Legion 5 V43.3,AMD Ryzen 7 5800H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1055.12"
"Lenovo,Legion 5 V39.6,AMD Ryzen 7 5800H,64 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1307.0"
"ASUS,ROG Strix G15 V44.7,AMD Ryzen 7 6800H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",908.06"
"MSI,Katana GF66 V47.0,Intel Core i7-11800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",908.62"
"Acer,Nitro 5 V31.9,Intel Core i5-11400H,16 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1307.78"
"Lenovo,Legion 5 V45.5,AMD Ryzen 7 5800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",886.47"
"Lenovo,Legion 5 V26.0,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1244.91"
"Lenovo,Legion 5 V11.6,AMD Ryzen 7 5800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",652.34"
"ASUS,ROG Strix G15 V28.7,AMD Ryzen 7 6800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",825.84"
"HP,Victus 15 V7.0,AMD Ryzen 5 5600H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",992.5"
"Lenovo,Legion 5 V6.4,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",616.47"
"Lenovo,Legion 5 V35.4,AMD Ryzen 7 5800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",960.53"
"Lenovo,Legion 5 V8.6,AMD Ryzen 7 5800H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1111.19"
"ASUS,ROG Strix G15 V47.0,AMD Ryzen 7 6800H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1069.44"
"HP,Victus 15 V46.2,AMD Ryzen 5 5600H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",580.31"
"Acer,Nitro 5 V19.8,Intel Core i5-11400H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",845.81"
"ASUS,ROG Strix G15 V40.4,AMD Ryzen 7 6800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",562.56"
"Acer,Nitro 5 V31.2,Intel Core i5-11400H,64 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1050.38"
"Lenovo,Legion 5 V39.5,AMD Ryzen 7 5800H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1398.16"
"Acer,Nitro 5 V2.1,Intel Core i5-11400H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",923.16"
"ASUS,ROG Strix G15 V7.3,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1269.91"
"MSI,Katana GF66 V12.6,Intel Core i7-11800H,64 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1072.78"
"HP,Victus 15 V12.1,AMD Ryzen 5 5600H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1292.75"
"Lenovo,Legion 5 V8.8,AMD Ryzen 7 5800H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",843.94"
"MSI,Katana GF66 V23.2,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",790.81"
"Lenovo,Legion 5 V20.3,AMD Ryzen 7 5800H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",599.25"
"MSI,Katana GF66 V29.5,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",990.22"
"ASUS,ROG Strix G15 V17.9,AMD Ryzen 7 6800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1183.91"
"Lenovo,Legion 5 V40.4,AMD Ryzen 7 5800H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",922.69"
"MSI,Katana GF66 V42.8,Intel Core i7-11800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1274.84"
"ASUS,ROG Strix G15 V19.4,AMD Ryzen 7 6800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",784.84"
"MSI,Katana GF66 V11.2,Intel Core i7-11800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1350.75"
"HP,Victus 15 V3.4,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1117.66"
"HP,Victus 15 V34.2,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1075.97"
"MSI,Katana GF66 V9.9,Intel Core i7-11800H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",889.16"
"Lenovo,Legion 5 V12.5,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1393.28"
"Acer,Nitro 5 V40.0,Intel Core i5-11400H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1080.75"
"MSI,Katana GF66 V11.8,Intel Core i7-11800H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1227.5"
"Lenovo,Legion 5 V11.2,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1218.88"
"Acer,Nitro 5 V40.8,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",852.41"
"MSI,Katana GF66 V41.1,Intel Core i7-11800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",894.31"
"MSI,Katana GF66 V47.2,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1251.72"
"ASUS,ROG Strix G15 V44.8,AMD Ryzen 7 6800H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",722.56"
"Lenovo,Legion 5 V30.3,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1104.0"
"MSI,Katana GF66 V31.3,Intel Core i7-11800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",688.75"
"ASUS,ROG Strix G15 V18.5,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",699.88"
"HP,Victus 15 V43.2,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1036.75"
"MSI,Katana GF66 V50.3,Intel Core i7-11800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1039.56"
"Acer,Nitro 5 V18.7,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",731.41"
"MSI,Katana GF66 V50.8,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",995.38"
"Lenovo,Legion 5 V12.3,AMD Ryzen 7 5800H,16 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",736.47"
"ASUS,ROG Strix G15 V9.3,AMD Ryzen 7 6800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",780.09"
"MSI,Katana GF66 V1.5,Intel Core i7-11800H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",872.0"
"HP,Victus 15 V30.9,AMD Ryzen 5 5600H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",902.84"
"MSI,Katana GF66 V9.4,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",863.91"
"MSI,Katana GF66 V17.5,Intel Core i7-11800H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",908.38"
"Acer,Nitro 5 V24.5,Intel Core i5-11400H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1012.06"
"HP,Victus 15 V2.4,AMD Ryzen 5 5600H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1215.72"
"HP,Victus 15 V21.7,AMD Ryzen 5 5600H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",897.44"
"HP,Victus 15 V17.9,AMD Ryzen 5 5600H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",992.34"
"Acer,Nitro 5 V36.8,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",915.12"
"Acer,Nitro 5 V10.8,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",856.97"
"MSI,Katana GF66 V6.1,Intel Core i7-11800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1394.91"
"Lenovo,Legion 5 V27.8,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",823.03"
"MSI,Katana GF66 V47.1,Intel Core i7-11800H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",612.62"
"Acer,Nitro 5 V36.0,Intel Core i5-11400H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",933.38"
"MSI,Katana GF66 V19.2,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",904.22"
"Acer,Nitro 5 V26.0,Intel Core i5-11400H,64 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1053.09"
"HP,Victus 15 V27.4,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",593.59"
"HP,Victus 15 V12.9,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",616.28"
"MSI,Katana GF66 V38.1,Intel Core i7-11800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1255.0"
"MSI,Katana GF66 V14.5,Intel Core i7-11800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",891.53"
"HP,Victus 15 V47.9,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1061.97"
"Acer,Nitro 5 V5.4,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1142.44"
"Lenovo,Legion 5 V35.2,AMD Ryzen 7 5800H,64 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",895.69"
"Acer,Nitro 5 V24.6,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",654.56"
"Lenovo,Legion 5 V27.0,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1326.06"
"Acer,Nitro 5 V11.3,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",878.31"
"Lenovo,Legion 5 V6.8,AMD Ryzen 7 5800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",722.5"
"MSI,Katana GF66 V6.2,Intel Core i7-11800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1224.38"
"MSI,Katana GF66 V10.1,Intel Core i7-11800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1241.19"
"HP,Victus 15 V27.2,AMD Ryzen 5 5600H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",734.09"
"Acer,Nitro 5 V6.5,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",810.03"
"ASUS,ROG Strix G15 V27.0,AMD Ryzen 7 6800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",623.12"
"Acer,Nitro 5 V24.2,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",578.19"
"MSI,Katana GF66 V38.7,Intel Core i7-11800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",601.66"
"Acer,Nitro 5 V5.4,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1336.34"
"HP,Victus 15 V47.6,AMD Ryzen 5 5600H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1078.84"
"Lenovo,Legion 5 V30.2,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1115.28"
"Lenovo,Legion 5 V26.0,AMD Ryzen 7 5800H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",787.84"
"HP,Victus 15 V34.3,AMD Ryzen 5 5600H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",569.88"
